sale_id,user_id,product_id,quantity,total_price
1128,446,4,2,575.88
1129,501,65,4,740.16
1130,657,58,2,828.2
1131,380,5,1,69.91
1132,97,34,3,1080.15
1133,406,73,3,746.52
1134,832,87,3,1313.88
1135,883,62,1,73.03
1136,338,29,5,1703.45
1137,189,48,1,402.06
1138,49,17,3,255.84
1139,479,43,1,80.95
1140,655,15,1,29.53
1141,629,34,2,720.1
1142,917,38,4,1964.96
1143,718,2,3,915.12
1144,482,43,5,404.75
1145,544,30,4,1613.24
1146,354,45,2,243.46
1147,938,92,1,272.58
1148,787,95,5,2429.35
1149,689,73,4,995.36
1150,941,23,3,865.74
1151,672,6,4,64.92
1152,135,56,4,1265.88
1153,104,23,1,288.58
1154,278,44,3,997.86
1155,394,36,1,416.82
1156,739,46,5,236.8
1157,599,63,3,592.86
1158,668,34,5,1800.25
1159,129,4,4,1151.76
1160,334,19,2,28.72
1161,660,41,2,277.04
1162,183,67,3,445.65
1163,486,76,3,475.95
1164,520,60,3,269.25
1165,299,47,5,809.5
1166,280,30,3,1209.93
1167,423,17,3,255.84
1168,107,63,1,197.62
1169,463,75,2,852.66
1170,699,20,5,1995.9
1171,935,45,2,243.46
1172,845,13,2,806.4
1173,371,73,5,1244.2
1174,166,4,2,575.88
1175,513,96,2,837.68
1176,183,20,1,399.18
1177,535,17,5,426.4
1178,28,34,2,720.1
1179,692,50,3,663.69
1180,310,17,4,341.12
1181,155,55,1,399.14
1182,334,64,3,654.57
1183,204,81,2,850.14
1184,166,72,5,2400.45
1185,318,64,2,436.38
1186,734,72,4,1920.36
1187,969,17,1,85.28
1188,174,59,2,10.3
1189,695,70,2,460.46
1190,335,27,4,1048.72
1191,117,36,2,833.64
1192,331,70,2,460.46
1193,982,2,1,305.04
1194,2,15,5,147.65
1195,105,19,5,71.8
1196,90,3,2,13.24
1197,596,57,2,763.12
1198,498,24,4,217.2
1199,647,41,3,415.56
1200,186,54,3,367.32
1201,247,25,3,245.46
1202,60,6,5,81.15
1203,20,6,2,32.46
1204,896,96,1,418.84
1205,622,55,3,1197.42
1206,717,80,5,1231.2
1207,187,28,1,85.3
1208,14,94,5,328.15
1209,355,9,1,159.81
1210,121,81,4,1700.28
1211,195,90,3,129.75
1212,381,12,3,198.3
1213,275,100,2,948.58
1214,572,57,5,1907.8
1215,252,92,1,272.58
1216,560,93,4,1026.52
1217,102,33,3,685.47
1218,867,40,3,191.97
1219,100,49,5,931.2
1220,791,52,2,886.88
1221,352,66,2,92.18
1222,462,72,5,2400.45
1223,932,94,1,65.63
1224,326,16,1,114.45
1225,647,30,2,806.62
1226,623,19,3,43.08
1227,916,54,1,122.44
1228,949,5,4,279.64
1229,259,10,5,1340.85
1230,430,48,2,804.12
1231,577,81,1,425.07
1232,813,25,2,163.64
1233,798,98,1,366.95
1234,525,37,5,1043.45
1235,871,32,1,59.86
1236,510,58,4,1656.4
1237,242,40,1,63.99
1238,816,38,1,491.24
1239,748,2,3,915.12
1240,681,68,3,1428.36
1241,991,1,2,368.78
1242,455,60,2,179.5
1243,276,7,5,109.4
1244,413,100,4,1897.16
1245,402,24,4,217.2
1246,53,91,2,364.24
1247,520,69,4,849.36
1248,611,7,3,65.64
1249,813,6,1,16.23
1250,60,2,5,1525.2
1251,699,19,3,43.08
1252,90,98,1,366.95
1253,672,59,4,20.6
1254,302,80,4,984.96
1255,570,30,5,2016.55
1256,379,31,1,372.76
1257,983,45,4,486.92
1258,16,51,4,1457.48
1259,560,72,2,960.18
1260,686,96,2,837.68
1261,50,4,4,1151.76
1262,191,1,2,368.78
1263,397,35,4,1483.36
1264,535,58,2,828.2
1265,978,38,2,982.48
1266,875,30,4,1613.24
1267,524,69,2,424.68
1268,454,37,4,834.76
1269,771,84,2,10.42
1270,117,12,4,264.4
1271,493,29,2,681.38
1272,27,6,5,81.15
1273,646,32,3,179.58
1274,20,40,5,319.95
1275,601,99,1,206.36
1276,93,15,3,88.59
1277,705,94,3,196.89
1278,987,66,2,92.18
1279,712,7,4,87.52
1280,450,1,1,184.39
1281,864,41,3,415.56
1282,534,79,1,397.06
1283,761,21,1,100.68
1284,662,94,3,196.89
1285,501,10,1,268.17
1286,502,68,5,2380.6
1287,466,71,4,1957.76
1288,783,33,3,685.47
1289,393,70,4,920.92
1290,485,13,4,1612.8
1291,158,53,2,138.72
1292,527,2,5,1525.2
1293,468,74,3,1153.65
1294,918,63,4,790.48
1295,946,99,1,206.36
1296,41,85,1,75.5
1297,6,95,5,2429.35
1298,481,32,5,299.3
1299,807,10,1,268.17
1300,176,21,2,201.36
1301,583,81,2,850.14
1302,104,22,3,500.55
1303,275,25,5,409.1
1304,323,23,2,577.16
1305,246,3,5,33.1
1306,964,76,4,634.6
1307,85,61,2,949.28
1308,365,86,2,877.82
1309,364,64,3,654.57
1310,938,74,1,384.55
1311,545,91,5,910.6
1312,939,37,5,1043.45
1313,619,39,5,1172.7
1314,820,52,5,2217.2
1315,764,99,4,825.44
1316,360,68,4,1904.48
1317,488,51,1,364.37
1318,904,64,3,654.57
1319,250,38,4,1964.96
1320,648,23,5,1442.9
1321,795,20,3,1197.54
1322,553,29,2,681.38
1323,686,78,2,673.38
1324,988,79,5,1985.3
1325,704,63,2,395.24
1326,434,72,5,2400.45
1327,980,48,4,1608.24
1328,537,67,4,594.2
1329,806,40,3,191.97
1330,452,68,2,952.24
1331,848,81,1,425.07
1332,513,87,2,875.92
1333,450,23,3,865.74
1334,866,90,4,173.0
1335,249,32,2,119.72
1336,971,53,1,69.36
1337,535,91,2,364.24
1338,29,49,3,558.72
1339,133,80,3,738.72
1340,159,47,1,161.9
1341,672,79,2,794.12
1342,430,92,2,545.16
1343,967,52,5,2217.2
1344,594,14,2,861.26
1345,371,20,2,798.36
1346,373,29,1,340.69
1347,672,74,5,1922.75
1348,124,27,2,524.36
1349,645,91,4,728.48
1350,140,70,5,1151.15
1351,8,18,5,1500.25
1352,159,63,1,197.62
1353,280,46,2,94.72
1354,224,37,2,417.38
1355,324,90,5,216.25
1356,917,20,3,1197.54
1357,123,4,4,1151.76
1358,49,67,1,148.55
1359,685,43,2,161.9
1360,103,7,3,65.64
1361,90,7,1,21.88
1362,574,35,1,370.84
1363,619,11,4,146.36
1364,131,27,3,786.54
1365,130,82,1,433.76
1366,350,15,2,59.06
1367,898,6,1,16.23
1368,678,45,5,608.65
1369,68,17,4,341.12
1370,524,30,3,1209.93
1371,164,20,4,1596.72
1372,311,61,5,2373.2
1373,212,20,2,798.36
1374,702,13,4,1612.8
1375,775,94,4,262.52
1376,456,88,5,553.65
1377,357,23,4,1154.32
1378,406,72,3,1440.27
1379,360,4,5,1439.7
1380,771,38,3,1473.72
1381,836,87,5,2189.8
1382,32,37,4,834.76
1383,345,65,4,740.16
1384,173,11,5,182.95
1385,124,13,1,403.2
1386,508,19,1,14.36
1387,401,20,1,399.18
1388,586,43,5,404.75
1389,213,20,5,1995.9
1390,732,59,3,15.45
1391,295,47,5,809.5
1392,585,71,5,2447.2
1393,320,56,1,316.47
1394,243,95,2,971.74
1395,199,64,3,654.57
1396,473,38,4,1964.96
1397,551,28,2,170.6
1398,173,66,4,184.36
1399,691,74,5,1922.75
1400,119,2,3,915.12
1401,628,27,2,524.36
1402,356,91,5,910.6
1403,577,48,1,402.06
1404,256,61,2,949.28
1405,427,69,2,424.68
1406,187,42,5,1792.65
1407,754,52,2,886.88
1408,643,30,3,1209.93
1409,774,60,4,359.0
1410,504,95,5,2429.35
1411,827,38,1,491.24
1412,902,96,2,837.68
1413,223,10,4,1072.68
1414,830,6,5,81.15
1415,829,78,5,1683.45
1416,473,83,4,987.08
1417,81,20,4,1596.72
1418,746,29,1,340.69
1419,713,64,3,654.57
1420,895,69,1,212.34
1421,714,7,1,21.88
1422,493,87,1,437.96
1423,85,32,5,299.3
1424,430,93,5,1283.15
1425,102,38,4,1964.96
1426,443,35,3,1112.52
1427,548,36,4,1667.28
1428,770,97,1,111.32
1429,647,92,5,1362.9
1430,444,5,3,209.73
1431,160,30,3,1209.93
1432,334,66,2,92.18
1433,940,30,4,1613.24
1434,434,14,1,430.63
1435,657,35,1,370.84
1436,706,17,3,255.84
1437,241,53,4,277.44
1438,869,8,3,210.15
1439,282,90,4,173.0
1440,52,59,5,25.75
1441,49,86,5,2194.55
1442,707,61,3,1423.92
1443,786,8,2,140.1
1444,540,55,1,399.14
1445,762,9,2,319.62
1446,433,48,2,804.12
1447,846,85,2,151.0
1448,89,40,1,63.99
1449,330,57,2,763.12
1450,515,29,2,681.38
1451,924,47,5,809.5
1452,734,74,3,1153.65
1453,292,91,2,364.24
1454,543,45,1,121.73
1455,428,46,4,189.44
1456,677,59,3,15.45
1457,965,96,1,418.84
1458,366,76,2,317.3
1459,60,44,2,665.24
1460,42,77,2,766.34
1461,18,72,2,960.18
1462,965,11,5,182.95
1463,966,92,5,1362.9
1464,655,6,2,32.46
1465,100,30,4,1613.24
1466,385,61,3,1423.92
1467,690,51,1,364.37
1468,886,77,2,766.34
1469,836,76,2,317.3
1470,471,13,3,1209.6
1471,534,13,3,1209.6
1472,226,78,5,1683.45
1473,868,95,4,1943.48
1474,361,10,2,536.34
1475,863,31,1,372.76
1476,640,47,5,809.5
1477,48,100,2,948.58
1478,278,22,4,667.4
1479,109,51,4,1457.48
1480,582,38,2,982.48
1481,995,46,1,47.36
1482,592,48,1,402.06
1483,919,35,3,1112.52
1484,451,63,4,790.48
1485,280,29,2,681.38
1486,155,72,2,960.18
1487,324,33,4,913.96
1488,241,81,4,1700.28
1489,90,7,1,21.88
1490,25,56,3,949.41
1491,19,43,1,80.95
1492,604,91,4,728.48
1493,744,83,2,493.54
1494,454,81,2,850.14
1495,979,18,2,600.1
1496,459,91,5,910.6
1497,354,17,5,426.4
1498,543,39,4,938.16
1499,134,51,5,1821.85
1500,253,74,1,384.55
1501,716,9,1,159.81
1502,850,31,1,372.76
1503,894,44,1,332.62
1504,462,27,2,524.36
1505,400,43,3,242.85
1506,662,61,3,1423.92
1507,137,21,1,100.68
1508,1,97,3,333.96
1509,746,39,1,234.54
1510,835,24,4,217.2
1511,637,58,1,414.1
1512,433,40,1,63.99
1513,671,29,5,1703.45
1514,380,14,1,430.63
1515,883,81,3,1275.21
1516,92,84,2,10.42
1517,965,76,1,158.65
1518,654,24,1,54.3
1519,174,54,3,367.32
1520,397,52,3,1330.32
1521,188,58,3,1242.3
1522,641,84,1,5.21
1523,708,59,1,5.15
1524,459,43,5,404.75
1525,609,36,1,416.82
1526,167,7,2,43.76
1527,78,97,2,222.64
1528,658,59,5,25.75
1529,341,88,3,332.19
1530,887,100,1,474.29
1531,712,98,1,366.95
1532,277,39,5,1172.7
1533,449,98,1,366.95
1534,610,16,1,114.45
1535,29,32,5,299.3
1536,676,11,4,146.36
1537,538,94,4,262.52
1538,730,12,5,330.5
1539,993,42,2,717.06
1540,924,89,4,760.08
1541,724,67,2,297.1
1542,484,3,1,6.62
1543,100,91,5,910.6
1544,543,51,5,1821.85
1545,432,12,1,66.1
1546,320,49,1,186.24
1547,184,36,2,833.64
1548,209,91,1,182.12
1549,3,84,2,10.42
1550,691,33,4,913.96
1551,40,79,2,794.12
1552,434,86,5,2194.55
1553,557,65,5,925.2
1554,913,72,2,960.18
1555,177,75,1,426.33
1556,201,42,3,1075.59
1557,642,95,2,971.74
1558,17,69,5,1061.7
1559,442,77,4,1532.68
1560,85,67,5,742.75
1561,430,37,3,626.07
1562,415,74,2,769.1
1563,235,87,3,1313.88
1564,821,72,3,1440.27
1565,167,78,4,1346.76
1566,748,72,1,480.09
1567,646,47,2,323.8
1568,703,88,3,332.19
1569,884,63,3,592.86
1570,311,98,4,1467.8
1571,678,85,5,377.5
1572,933,12,5,330.5
1573,574,5,4,279.64
1574,670,28,2,170.6
1575,5,68,3,1428.36
1576,387,32,5,299.3
1577,469,28,3,255.9
1578,132,27,4,1048.72
1579,362,31,5,1863.8
1580,820,7,4,87.52
1581,319,59,3,15.45
1582,386,10,3,804.51
1583,436,70,1,230.23
1584,539,68,4,1904.48
1585,273,28,5,426.5
1586,441,90,3,129.75
1587,856,2,5,1525.2
1588,957,67,5,742.75
1589,200,31,2,745.52
1590,866,41,2,277.04
1591,561,93,5,1283.15
1592,625,8,5,350.25
1593,285,51,2,728.74
1594,923,30,3,1209.93
1595,338,37,4,834.76
1596,48,72,1,480.09
1597,282,95,1,485.87
1598,493,61,1,474.64
1599,831,30,1,403.31
1600,936,38,4,1964.96
1601,823,57,3,1144.68
1602,350,29,1,340.69
1603,122,72,1,480.09
1604,911,30,4,1613.24
1605,934,19,1,14.36
1606,994,85,4,302.0
1607,684,17,1,85.28
1608,12,70,5,1151.15
1609,826,16,2,228.9
1610,980,97,5,556.6
1611,997,67,1,148.55
1612,580,71,1,489.44
1613,196,22,2,333.7
1614,952,80,4,984.96
1615,188,31,5,1863.8
1616,995,6,3,48.69
1617,88,90,5,216.25
1618,832,100,5,2371.45
1619,125,85,2,151.0
1620,972,31,3,1118.28
1621,911,25,4,327.28
1622,823,13,3,1209.6
1623,108,88,5,553.65
1624,721,29,3,1022.07
1625,165,67,4,594.2
1626,297,30,3,1209.93
1627,110,95,5,2429.35
1628,420,87,4,1751.84
1629,789,95,1,485.87
1630,83,95,1,485.87
1631,222,37,4,834.76
1632,965,49,3,558.72
1633,719,22,1,166.85
1634,97,40,2,127.98
1635,499,7,1,21.88
1636,473,58,4,1656.4
1637,997,49,3,558.72
1638,977,22,1,166.85
1639,948,92,5,1362.9
1640,245,36,5,2084.1
1641,979,93,4,1026.52
1642,176,88,2,221.46
1643,3,77,3,1149.51
1644,657,31,4,1491.04
1645,88,28,2,170.6
1646,946,17,2,170.56
1647,784,89,4,760.08
1648,393,12,5,330.5
1649,486,14,4,1722.52
1650,482,30,5,2016.55
1651,194,77,5,1915.85
1652,304,7,1,21.88
1653,205,88,4,442.92
1654,461,39,5,1172.7
1655,321,47,4,647.6
1656,354,81,2,850.14
1657,756,6,2,32.46
1658,544,93,2,513.26
1659,318,49,3,558.72
1660,673,44,4,1330.48
1661,535,47,3,485.7
1662,326,74,5,1922.75
1663,262,36,4,1667.28
1664,604,53,2,138.72
1665,443,69,2,424.68
1666,611,1,1,184.39
1667,266,70,4,920.92
1668,370,93,4,1026.52
1669,129,19,3,43.08
1670,368,69,2,424.68
1671,945,44,3,997.86
1672,245,17,3,255.84
1673,743,29,5,1703.45
1674,900,92,3,817.74
1675,972,98,2,733.9
1676,699,14,5,2153.15
1677,508,59,4,20.6
1678,440,76,5,793.25
1679,562,36,3,1250.46
1680,15,11,3,109.77
1681,70,41,5,692.6
1682,946,60,1,89.75
1683,10,85,4,302.0
1684,329,14,2,861.26
1685,497,64,2,436.38
1686,332,82,5,2168.8
1687,836,57,5,1907.8
1688,272,10,2,536.34
1689,383,100,1,474.29
1690,210,47,2,323.8
1691,552,43,1,80.95
1692,743,1,4,737.56
1693,907,68,4,1904.48
1694,937,98,2,733.9
1695,740,81,3,1275.21
1696,183,96,2,837.68
1697,596,33,1,228.49
1698,267,33,2,456.98
1699,677,35,4,1483.36
1700,286,70,3,690.69
1701,805,17,1,85.28
1702,320,74,5,1922.75
1703,421,64,2,436.38
1704,355,43,3,242.85
1705,593,29,2,681.38
1706,373,42,2,717.06
1707,420,38,2,982.48
1708,29,54,1,122.44
1709,102,43,1,80.95
1710,785,19,4,57.44
1711,333,83,5,1233.85
1712,268,85,4,302.0
1713,885,30,2,806.62
1714,960,46,3,142.08
1715,75,75,1,426.33
1716,747,99,4,825.44
1717,643,72,1,480.09
1718,113,61,5,2373.2
1719,628,99,4,825.44
1720,318,51,3,1093.11
1721,946,83,1,246.77
1722,284,39,1,234.54
1723,312,10,3,804.51
1724,94,84,5,26.05
1725,241,50,2,442.46
1726,611,24,1,54.3
1727,121,21,1,100.68
1728,929,28,3,255.9
1729,664,97,5,556.6
1730,101,59,4,20.6
1731,692,81,3,1275.21
1732,481,78,2,673.38
1733,966,50,2,442.46
1734,926,68,2,952.24
1735,597,22,1,166.85
1736,752,30,2,806.62
1737,744,78,5,1683.45
1738,558,72,3,1440.27
1739,452,85,4,302.0
1740,21,29,1,340.69
1741,318,76,4,634.6
1742,14,13,4,1612.8
1743,983,40,1,63.99
1744,926,100,4,1897.16
1745,663,98,4,1467.8
1746,367,68,1,476.12
1747,689,66,2,92.18
1748,871,41,5,692.6
1749,267,82,4,1735.04
1750,970,8,2,140.1
1751,769,60,3,269.25
1752,418,30,2,806.62
1753,260,8,2,140.1
1754,888,1,4,737.56
1755,184,41,1,138.52
1756,389,62,2,146.06
1757,83,37,3,626.07
1758,830,47,1,161.9
1759,460,99,4,825.44
1760,378,14,3,1291.89
1761,542,65,2,370.08
1762,522,28,5,426.5
1763,230,56,1,316.47
1764,809,4,4,1151.76
1765,489,38,2,982.48
1766,161,95,4,1943.48
1767,858,8,1,70.05
1768,573,42,5,1792.65
1769,508,13,4,1612.8
1770,160,38,3,1473.72
1771,843,45,1,121.73
1772,288,90,2,86.5
1773,480,55,1,399.14
1774,924,23,2,577.16
1775,484,40,1,63.99
1776,582,90,4,173.0
1777,469,7,2,43.76
1778,99,2,2,610.08
1779,207,54,2,244.88
1780,496,18,3,900.15
1781,746,36,2,833.64
1782,94,4,1,287.94
1783,403,86,4,1755.64
1784,967,59,1,5.15
1785,324,63,5,988.1
1786,487,79,2,794.12
1787,737,72,2,960.18
1788,55,4,4,1151.76
1789,180,8,3,210.15
1790,67,58,3,1242.3
1791,526,16,3,343.35
1792,137,52,4,1773.76
1793,926,22,4,667.4
1794,452,17,5,426.4
1795,210,58,5,2070.5
1796,905,51,1,364.37
1797,857,16,5,572.25
1798,412,34,1,360.05
1799,141,39,4,938.16
1800,3,52,4,1773.76
1801,266,88,5,553.65
1802,142,25,1,81.82
1803,369,87,3,1313.88
1804,929,43,2,161.9
1805,425,41,4,554.08
1806,449,53,4,277.44
1807,365,2,5,1525.2
1808,740,94,4,262.52
1809,405,1,3,553.17
1810,87,42,5,1792.65
1811,472,44,2,665.24
1812,556,44,4,1330.48
1813,705,31,2,745.52
1814,404,92,3,817.74
1815,610,18,4,1200.2
1816,353,59,1,5.15
1817,593,49,3,558.72
1818,203,75,3,1278.99
1819,175,27,5,1310.9
1820,876,82,4,1735.04
1821,40,21,1,100.68
1822,975,37,4,834.76
1823,734,57,5,1907.8
1824,829,35,4,1483.36
1825,607,58,4,1656.4
1826,378,77,2,766.34
1827,755,64,1,218.19
1828,948,42,2,717.06
1829,542,22,1,166.85
1830,919,3,1,6.62
1831,282,17,5,426.4
1832,666,28,1,85.3
1833,671,20,4,1596.72
1834,932,91,2,364.24
1835,811,37,3,626.07
1836,946,69,4,849.36
1837,266,58,2,828.2
1838,655,7,2,43.76
1839,138,26,5,2126.1
1840,222,50,5,1106.15
1841,34,27,2,524.36
1842,306,47,4,647.6
1843,625,75,2,852.66
1844,493,53,4,277.44
1845,565,62,2,146.06
1846,237,93,2,513.26
1847,326,67,4,594.2
1848,586,43,1,80.95
1849,594,93,4,1026.52
1850,96,2,2,610.08
1851,748,76,2,317.3
1852,297,54,2,244.88
1853,381,77,1,383.17
1854,268,85,1,75.5
1855,386,25,3,245.46
1856,126,98,3,1100.85
1857,275,50,3,663.69
1858,752,52,4,1773.76
1859,548,61,5,2373.2
1860,379,79,4,1588.24
1861,322,4,4,1151.76
1862,747,42,1,358.53
1863,8,83,3,740.31
1864,209,39,2,469.08
1865,222,94,5,328.15
1866,778,38,5,2456.2
1867,839,47,5,809.5
1868,941,70,4,920.92
1869,869,9,5,799.05
1870,842,13,3,1209.6
1871,103,93,3,769.89
1872,73,41,1,138.52
1873,134,56,5,1582.35
1874,139,11,3,109.77
1875,462,66,5,230.45
1876,597,54,2,244.88
1877,627,64,3,654.57
1878,916,78,1,336.69
1879,831,34,3,1080.15
1880,38,95,1,485.87
1881,216,47,4,647.6
1882,18,62,1,73.03
1883,159,26,2,850.44
1884,517,38,4,1964.96
1885,15,24,3,162.9
1886,52,36,4,1667.28
1887,350,71,1,489.44
1888,740,96,4,1675.36
1889,280,34,5,1800.25
1890,413,77,2,766.34
1891,401,55,5,1995.7
1892,331,78,3,1010.07
1893,1000,23,5,1442.9
1894,826,7,5,109.4
1895,307,59,1,5.15
1896,546,27,5,1310.9
1897,754,11,4,146.36
1898,334,79,4,1588.24
1899,373,18,3,900.15
1900,763,77,1,383.17
1901,357,4,2,575.88
1902,46,69,4,849.36
1903,824,11,5,182.95
1904,633,52,3,1330.32
1905,704,43,3,242.85
1906,85,91,3,546.36
1907,881,23,3,865.74
1908,233,31,3,1118.28
1909,597,51,1,364.37
1910,611,97,5,556.6
1911,878,40,2,127.98
1912,805,38,5,2456.2
1913,344,62,5,365.15
1914,126,92,2,545.16
1915,206,56,1,316.47
1916,991,5,3,209.73
1917,8,48,5,2010.3
1918,82,35,3,1112.52
1919,318,25,4,327.28
1920,801,77,4,1532.68
1921,259,36,1,416.82
1922,69,20,5,1995.9
1923,430,61,4,1898.56
1924,358,33,4,913.96
1925,104,66,4,184.36
1926,64,5,3,209.73
1927,402,31,3,1118.28
1928,232,1,1,184.39
1929,144,48,5,2010.3
1930,740,72,2,960.18
1931,525,12,1,66.1
1932,272,94,1,65.63
1933,986,77,5,1915.85
1934,574,31,5,1863.8
1935,769,28,5,426.5
1936,961,17,5,426.4
1937,441,95,4,1943.48
1938,110,8,4,280.2
1939,420,77,4,1532.68
1940,412,66,4,184.36
1941,533,56,2,632.94
1942,279,78,4,1346.76
1943,329,93,5,1283.15
1944,94,85,2,151.0
1945,930,48,4,1608.24
1946,942,8,4,280.2
1947,427,38,5,2456.2
1948,817,66,1,46.09
1949,233,93,1,256.63
1950,834,16,3,343.35
1951,446,62,3,219.09
1952,738,71,1,489.44
1953,167,36,2,833.64
1954,859,82,4,1735.04
1955,740,26,4,1700.88
1956,361,40,5,319.95
1957,124,29,2,681.38
1958,792,92,1,272.58
1959,751,56,4,1265.88
1960,870,73,1,248.84
1961,722,64,4,872.76
1962,244,88,5,553.65
1963,427,65,1,185.04
1964,318,37,4,834.76
1965,535,1,4,737.56
1966,157,76,1,158.65
1967,142,11,4,146.36
1968,80,19,3,43.08
1969,358,93,2,513.26
1970,609,55,3,1197.42
1971,519,12,5,330.5
1972,777,67,2,297.1
1973,67,57,3,1144.68
1974,395,29,4,1362.76
1975,267,9,5,799.05
1976,234,62,4,292.12
1977,935,90,4,173.0
1978,153,60,4,359.0
1979,198,80,3,738.72
1980,323,83,1,246.77
1981,258,18,2,600.1
1982,822,31,1,372.76
1983,722,85,3,226.5
1984,995,79,5,1985.3
1985,530,98,1,366.95
1986,166,55,5,1995.7
1987,17,94,2,131.26
1988,152,1,4,737.56
1989,595,58,2,828.2
1990,377,65,3,555.12
1991,560,71,5,2447.2
1992,399,34,4,1440.2
1993,480,9,1,159.81
1994,305,52,3,1330.32
1995,97,63,5,988.1
1996,136,40,4,255.96
1997,233,30,3,1209.93
1998,922,4,2,575.88
1999,169,37,5,1043.45
2000,149,57,4,1526.24
2001,310,29,5,1703.45
2002,535,44,3,997.86
2003,331,45,1,121.73
2004,431,73,5,1244.2
2005,202,31,4,1491.04
2006,269,48,4,1608.24
2007,552,73,4,995.36
2008,781,27,4,1048.72
2009,300,67,4,594.2
2010,517,65,2,370.08
2011,462,43,5,404.75
2012,903,43,3,242.85
2013,271,9,3,479.43
2014,822,38,4,1964.96
2015,5,29,1,340.69
2016,62,77,4,1532.68
2017,296,94,4,262.52
2018,250,94,5,328.15
2019,551,48,2,804.12
2020,936,48,5,2010.3
2021,234,79,2,794.12
2022,747,42,4,1434.12
2023,641,65,1,185.04
2024,649,42,3,1075.59
2025,210,20,2,798.36
2026,351,71,5,2447.2
2027,727,92,2,545.16
2028,47,89,5,950.1
2029,693,2,4,1220.16
2030,455,85,5,377.5
2031,424,48,5,2010.3
2032,348,54,3,367.32
2033,838,2,4,1220.16
2034,72,31,1,372.76
2035,271,51,3,1093.11
2036,872,90,2,86.5
2037,939,78,3,1010.07
2038,990,53,1,69.36
2039,144,56,1,316.47
2040,95,23,1,288.58
2041,876,87,5,2189.8
2042,840,9,1,159.81
2043,96,52,2,886.88
2044,333,10,2,536.34
2045,652,32,2,119.72
2046,747,48,1,402.06
2047,78,7,4,87.52
2048,843,2,3,915.12
2049,955,69,5,1061.7
2050,870,54,5,612.2
2051,658,59,5,25.75
2052,795,43,1,80.95
2053,636,2,4,1220.16
2054,379,19,1,14.36
2055,226,77,1,383.17
2056,472,7,3,65.64
2057,913,44,1,332.62
2058,489,70,3,690.69
2059,445,88,1,110.73
2060,418,72,5,2400.45
2061,288,54,4,489.76
2062,989,44,1,332.62
2063,821,93,3,769.89
2064,88,53,5,346.8
2065,715,60,4,359.0
2066,822,90,3,129.75
2067,87,99,1,206.36
2068,213,1,1,184.39
2069,650,15,2,59.06
2070,850,73,2,497.68
2071,420,23,5,1442.9
2072,550,100,4,1897.16
2073,763,10,1,268.17
2074,881,14,5,2153.15
2075,133,20,3,1197.54
2076,331,38,4,1964.96
2077,22,32,2,119.72
2078,978,68,2,952.24
2079,270,25,5,409.1
2080,265,7,2,43.76
2081,863,50,5,1106.15
2082,26,13,5,2016.0
2083,975,96,4,1675.36
2084,719,43,1,80.95
2085,317,22,2,333.7
2086,144,74,4,1538.2
2087,129,9,3,479.43
2088,565,73,5,1244.2
2089,458,85,4,302.0
2090,529,14,3,1291.89
2091,794,38,2,982.48
2092,74,98,4,1467.8
2093,654,86,5,2194.55
2094,59,87,5,2189.8
2095,848,51,2,728.74
2096,920,41,5,692.6
2097,279,89,5,950.1
2098,100,94,3,196.89
2099,438,80,3,738.72
2100,682,29,4,1362.76
2101,758,16,4,457.8
2102,995,31,3,1118.28
2103,737,26,3,1275.66
2104,447,63,5,988.1
2105,649,17,5,426.4
2106,482,50,5,1106.15
2107,847,85,2,151.0
2108,642,45,3,365.19
2109,988,13,1,403.2
2110,883,32,1,59.86
2111,266,36,2,833.64
2112,931,18,3,900.15
2113,791,42,1,358.53
2114,135,95,5,2429.35
2115,641,71,1,489.44
2116,361,82,1,433.76
2117,349,74,1,384.55
2118,990,36,1,416.82
2119,907,84,3,15.63
2120,505,46,2,94.72
2121,976,86,4,1755.64
2122,750,67,4,594.2
2123,967,68,2,952.24
2124,834,35,4,1483.36
2125,529,62,4,292.12
2126,797,1,1,184.39
2127,587,99,1,206.36
2128,493,80,3,738.72
2129,506,54,4,489.76
2130,550,6,1,16.23
2131,524,4,5,1439.7
2132,1000,34,4,1440.2
2133,811,43,1,80.95
2134,226,21,1,100.68
2135,88,64,4,872.76
2136,118,90,4,173.0
2137,9,77,4,1532.68
2138,630,76,2,317.3
2139,876,79,2,794.12
2140,648,29,1,340.69
2141,450,14,2,861.26
2142,276,35,4,1483.36
2143,339,7,1,21.88
2144,495,59,2,10.3
2145,667,35,2,741.68
2146,533,10,2,536.34
2147,164,45,5,608.65
2148,758,46,1,47.36
2149,949,22,4,667.4
2150,919,90,5,216.25
2151,547,95,3,1457.61
2152,748,25,5,409.1
2153,555,45,2,243.46
2154,81,83,1,246.77
2155,101,92,5,1362.9
2156,328,8,5,350.25
2157,744,59,4,20.6
2158,900,2,2,610.08
2159,762,42,1,358.53
2160,302,10,3,804.51
2161,874,31,4,1491.04
2162,940,15,4,118.12
2163,945,80,4,984.96
2164,577,26,1,425.22
2165,468,5,4,279.64
2166,254,32,3,179.58
2167,281,76,2,317.3
2168,358,38,1,491.24
2169,510,83,2,493.54
2170,504,62,1,73.03
2171,787,52,4,1773.76
2172,69,69,3,637.02
2173,586,85,4,302.0
2174,94,22,2,333.7
2175,488,3,5,33.1
2176,12,70,2,460.46
2177,533,96,2,837.68
2178,975,49,4,744.96
2179,30,83,4,987.08
2180,609,19,2,28.72
